EPOCH	TIMESTAMP	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS
1	23:08:08	0.0000	0.0732	0.0292
2	23:08:15	0.0000	0.0316	0.0178
3	23:08:21	0.0000	0.0138	0.0165
4	23:08:28	0.0000	0.0110	0.0202
5	23:08:37	0.0000	0.0087	0.0150
6	23:08:46	0.0000	0.0065	0.0137
7	23:08:55	0.0000	0.0036	0.0135
8	23:09:04	0.0000	0.0023	0.0142
9	23:09:12	0.0000	0.0019	0.0138
10	23:09:21	0.0000	0.0015	0.0138
